"","DataThrough","Season","TeamName","Seed","ConfShort","Coach","Wins","Losses","AdjEM","RankAdjEM","Pythag","RankPythag","AdjOE","RankAdjOE","OE","RankOE","AdjDE","RankAdjDE","DE","RankDE","Tempo","RankTempo","AdjTempo","RankAdjTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","Event","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"372","End of season",2023,"San Diego St.",5,"MWC","Brian Dutcher",32,7,20.3446,14,0.9117,14,110.757,75,105.527,125,90.4127,4,94.9483,18,66.5573,255,65.7203,262,0.0752,36,9.5848,27,110.394,10,100.81,51,6.8022,17,"NCAA",17.52,170,18.49,344,18.6,8,18.81,10
"373","End of season",2023,"Xavier",3,"BE","Sean Miller",27,10,19.9466,15,0.8927,17,118.526,8,111.941,17,98.5799,64,102.751,164,72.0123,28,70.4749,33,0.0048,175,10.4203,16,110.271,13,99.8503,27,3.3966,70,"NCAA",16.38,45,17.02,47,16.77,3,17.01,2
"374","End of season",2023,"Baylor",3,"B12","Scott Drew",23,11,19.6828,16,0.8845,19,121.312,2,113.182,11,101.629,107,103.795,196,67.7673,187,66.4621,215,0.0215,127,12.3281,6,110.366,11,98.0379,3,1.3132,115,"NCAA",17.8,198,17.66,178,18.94,9,17.17,2
"375","End of season",2023,"Florida Atlantic",9,"CUSA","Dusty May",35,4,19.381,17,0.8928,16,115.118,22,112.404,14,95.7374,34,95.5977,28,68.2735,165,67.6251,158,0.0557,57,2.6455,109,106.235,109,103.589,105,-2.8523,251,"NCAA",16.97,101,18.06,290,16.67,2,18.32,8
"376","End of season",2023,"Duke",5,"ACC","Jon Scheyer",27,9,19.3546,18,0.8962,15,113.218,40,109.708,41,93.8633,16,96.7324,43,65.5215,302,64.8614,298,0.0512,64,7.6539,51,109.711,27,102.057,74,1.7711,102,"NCAA",18.71,303,17.85,231,18.69,12,17.82,9
"377","End of season",2023,"West Virginia",9,"B12","Bob Huggins",19,15,18.8183,19,0.8827,22,116.935,14,108.949,54,98.1164,58,101.808,137,69.5927,97,68.4798,116,-0.0675,324,12.4514,5,110.527,8,98.0758,4,2.1766,92,"NCAA",17.9,210,16.82,28,18.05,8,16.72,1
"378","End of season",2023,"Memphis",8,"Amer","Penny Hardaway",26,9,18.5258,20,0.8836,20,114.626,26,108.543,63,96.1,38,98.0504,62,72.2139,24,71.1448,22,-0.0511,294,7.2722,60,108.232,64,100.96,56,5.98,26,"NCAA",15.83,18,17.32,107,15.66,2,17.14,5
"379","End of season",2023,"Kansas St.",3,"B12","Jerome Tang",26,10,18.5088,21,0.8856,18,113.541,37,106.065,108,95.0325,27,97.1248,48,70.5105,57,70.0595,42,0.0349,90,10.3537,18,109.194,39,98.8403,5,-3.053,256,"NCAA",16.43,50,17.67,183,16.11,1,17.42,4
"380","End of season",2023,"Arkansas",8,"SEC","Eric Musselman",22,14,18.0488,22,0.8828,21,112.069,54,105.131,134,94.0204,17,96.5426,41,70.2183,68,69.6101,49,-0.0423,280,10.2936,20,109.741,25,99.4475,16,3.2351,74,"NCAA",17.3,134,17.09,64,17.82,6,16.89,1
"381","End of season",2023,"Maryland",8,"B10","Kevin Willard",22,13,17.9907,23,0.8791,24,113.542,36,108.155,70,95.5513,32,98.2063,66,64.4904,334,64.1574,326,-0.0232,249,8.9429,34,109.486,34,100.543,49,-3.8978,278,"NCAA",18.32,264,18.92,362,18.9,10,19.42,14
"382","End of season",2023,"Miami FL",5,"ACC","Jim Larranaga",29,8,17.9395,24,0.8672,28,119.144,6,114.09,9,101.204,99,103.858,198,68.9572,131,68.8375,97,0.0273,108,7.2953,59,108.78,46,101.485,62,-2.6667,245,"NCAA",17.06,115,17.86,236,17.4,5,17.32,2
"383","End of season",2023,"TCU",6,"B12","Jamie Dixon",22,13,17.7777,25,0.8793,23,112.104,53,105.573,121,94.3261,23,96.2643,34,70.9199,40,69.6904,48,-0.0362,273,10.7053,12,109.742,24,99.0365,7,-7.5204,339,"NCAA",16.36,42,17.71,197,16.54,3,17.61,7
"384","End of season",2023,"Michigan St.",7,"B10","Tom Izzo",21,13,17.6113,26,0.8727,26,114.237,27,106.671,97,96.6258,42,102.032,141,65.3981,307,64.6775,306,0.011,160,12.5714,3,112.073,1,99.5018,17,5.4529,36,"NCAA",18.36,273,18.27,320,18.57,7,18.22,7
"385","End of season",2023,"Kentucky",6,"SEC","John Calipari",22,12,17.3987,27,0.8659,29,116.198,17,110.982,26,98.7991,68,100.918,114,66.7883,238,65.7815,256,-0.0189,239,8.5233,42,109.061,44,100.537,48,0.5265,142,"NCAA",17.63,181,18.12,299,18.33,9,17.94,8
"386","End of season",2023,"Utah St.",10,"MWC","Ryan Odom",26,9,17.3882,28,0.8656,30,116.296,16,111.473,21,98.9082,70,101.041,117,69.0604,123,68.5831,111,0.0057,169,6.8413,65,108.354,59,101.513,63,2.8696,83,"NCAA",17,107,17.7,196,17.15,3,18.67,9
"387","End of season",2023,"Iowa St.",6,"B12","T.J. Otzelberger",19,14,17.0379,29,0.8779,25,108.078,114,101.997,205,91.0402,8,94.887,17,65.6871,295,64.0639,328,-0.0328,268,12.5554,4,112.061,2,99.506,18,-1.3585,198,"NCAA",18.73,304,17.67,185,19.14,10,17.61,6
"388","End of season",2023,"Indiana",4,"B10","Mike Woodson",23,12,17.0251,30,0.8648,32,114.222,28,108.714,59,97.1974,45,100.151,95,68.3688,160,67.8258,145,0.0223,125,10.6862,13,110.541,7,99.8546,28,-3.5616,266,"NCAA",16.41,48,18.68,355,16.88,2,18.98,12
"389","End of season",2023,"North Texas",0,"CUSA","Grant McCasland",31,7,16.8858,31,0.8697,27,110.967,70,107.08,91,94.0811,18,93.565,10,59.4676,363,59.0659,363,0.0714,41,3.0823,105,105.957,116,102.875,88,1.2301,121,NA,21.28,363,18.47,342,21.63,11,18.62,11
"390","End of season",2023,"Auburn",9,"SEC","Bruce Pearl",21,13,16.7721,32,0.8649,31,112.479,46,105.535,123,95.7074,33,98.3279,68,68.643,146,67.5877,160,-0.0181,236,9.684,26,109.39,35,99.706,22,3.3811,71,"NCAA",17.21,126,17.73,203,17.87,7,17.47,3
"391","End of season",2023,"Texas A&M",7,"SEC","Buzz Williams",25,10,16.7081,33,0.8615,34,113.711,34,108.589,61,97.0025,44,98.935,76,67.1289,221,65.9103,245,0.045,74,7.3009,58,108.318,60,101.017,58,-2.99,253,"NCAA",17.37,147,18.28,323,17.75,5,18.65,14
"392","End of season",2023,"Virginia",4,"ACC","Tony Bennett",25,8,16.3704,34,0.8627,33,110.844,72,108.187,69,94.4733,25,96.4862,40,62.4659,360,61.4801,360,0.0267,113,5.7271,76,108.417,57,102.69,82,1.5172,108,"NCAA",19.45,343,18.79,360,19.38,15,18.84,15
"393","End of season",2023,"Illinois",9,"B10","Brad Underwood",20,13,16.2206,35,0.8599,36,111.11,68,105.528,124,94.8894,26,95.9473,29,69.536,102,69.4828,58,-0.0528,296,8.8026,36,109.103,43,100.3,40,-6.4237,324,"NCAA",16.91,91,17.6,163,17.76,5,17.99,4
"394","End of season",2023,"Penn St.",10,"B10","Micah Shrewsberry",23,14,16.0438,36,0.8447,40,117.177,13,110.252,37,101.133,96,104.293,209,64.4081,336,64.2579,320,-0.0029,204,10.0785,24,109.516,33,99.4371,15,-4.9015,304,"NCAA",18.88,316,18.33,326,19.39,12,18.41,9
"395","End of season",2023,"Boise St.",10,"MWC","Leon Rice",24,10,15.8506,37,0.8549,37,110.915,71,105.954,111,95.0639,28,96.283,35,66.8032,237,66.2154,223,0.0057,170,6.848,64,108.693,47,101.845,69,0.9297,132,"NCAA",18.32,266,17.63,168,18.58,7,17.64,3
"396","End of season",2023,"Northwestern",7,"B10","Chris Collins",22,12,15.5942,38,0.8532,38,109.881,88,103.382,163,94.2864,22,96.4676,38,65.0238,318,64.4472,315,0.0254,117,9.2884,31,109.346,37,100.058,33,-4.2828,291,"NCAA",18.8,310,18.01,278,19.12,11,17.98,3
"397","End of season",2023,"Rutgers",0,"B10","Steve Pikiell",19,15,15.5298,39,0.8601,35,106.285,151,102.345,197,90.7549,6,92.0213,5,66.168,275,65.6942,264,-0.1048,355,7.8037,49,109.607,31,101.803,68,-7.5123,338,NA,17.47,162,18.58,351,17.73,4,19,13
"398","End of season",2023,"Providence",11,"BE","Ed Cooley",21,12,15.394,40,0.8368,44,116.161,18,110.996,24,100.767,92,102.466,150,68.2455,169,66.6617,202,-0.0182,237,7.5953,53,108.551,53,100.956,55,-8.7464,352,"NCAA",17.83,202,17.35,117,18.35,9,17.1,4
"399","End of season",2023,"Iowa",8,"B10","Fran McCaffery",19,14,15.3869,41,0.8289,49,120.03,4,113.258,10,104.643,168,106.018,251,69.6427,94,69.4544,63,-0.0514,295,9.7539,25,108.82,45,99.0658,8,-2.4532,239,"NCAA",16.04,33,18.29,324,16.54,1,18.44,10
"400","End of season",2023,"Oregon",0,"P12","Dana Altman",21,15,15.1346,42,0.8395,41,112.924,42,106.068,107,97.7891,53,99.5409,86,66.5666,253,66.6116,205,-0.024,253,9.0619,33,108.3,63,99.2381,13,5.9643,28,NA,17.95,217,18.14,306,18.52,8,18.18,8
"401","End of season",2023,"North Carolina",0,"ACC","Hubert Davis",20,13,15.0105,43,0.839,42,112.241,51,107.656,80,97.2304,46,100.256,96,69.3638,107,68.8086,99,-0.0719,327,7.6799,50,109.159,41,101.479,61,6.6273,20,NA,17.02,111,17.61,164,17.4,6,17.45,3
"402","End of season",2023,"Michigan",0,"B10","Juwan Howard",18,16,14.9573,44,0.838,43,112.324,48,106.202,105,97.3668,47,101.037,116,67.4753,206,67.3986,168,-0.0783,336,9.5303,28,109.793,23,100.263,39,-0.0147,160,NA,17.8,199,17.64,172,18.34,6,17.55,2
"403","End of season",2023,"USC",10,"P12","Andy Enfield",22,11,14.8453,45,0.8363,45,112.296,49,105.343,131,97.4507,49,98.1407,65,68.4392,156,67.976,140,0.0133,149,7.597,52,107.18,93,99.5832,19,1.1505,125,"NCAA",16.92,96,18.18,314,17.05,5,18.77,12
"404","End of season",2023,"Oklahoma St.",0,"B12","Mike Boynton",20,16,14.6944,46,0.8463,39,106.601,146,99.6995,264,91.9065,12,96.0251,30,68.0769,175,67.3997,167,-0.0203,243,11.3215,8,110.333,12,99.0116,6,0.4646,145,NA,17.47,163,17.76,216,17.36,5,17.62,8
"405","End of season",2023,"UAB",0,"CUSA","Andy Kennedy",29,10,14.6444,47,0.8324,46,112.546,45,110.502,33,97.9017,54,97.7068,58,70.4798,59,70.5394,31,-0.0207,245,1.8222,119,105.691,129,103.868,114,-4.8614,302,NA,16.21,38,17.82,225,16.97,3,18.03,4
"406","End of season",2023,"Liberty",0,"ASun","Ritchie McKay",27,9,14.5395,48,0.8318,47,112.063,55,111.261,23,97.5239,51,94.9566,20,65.3773,310,64.7806,302,-0.0378,275,-1.8019,194,103.89,207,105.692,189,1.2136,122,NA,19.07,327,17.6,162,19.37,13,17.42,5
"407","End of season",2023,"Ohio St.",0,"B10","Chris Holtmann",16,19,14.1052,49,0.8169,51,115.689,19,109.348,49,101.584,106,104.369,215,65.9218,283,65.8895,247,-0.1202,361,11.1785,9,110.247,14,99.0689,9,-2.5326,241,NA,18.47,279,17.87,245,18.79,9,18.01,5
"408","End of season",2023,"Cincinnati",0,"Amer","Wes Miller",23,13,13.9942,50,0.8226,50,112.039,56,108.672,60,98.0451,57,99.4234,81,69.7579,90,68.5759,112,-0.0318,267,4.5284,90,107.548,84,103.019,91,-2.7529,250,NA,17.26,129,17.31,104,17.95,7,17.14,4
"409","End of season",2023,"Villanova",0,"BE","Kyle Neptune",17,17,13.7024,51,0.8147,56,113.418,39,106.92,92,99.7161,78,103.661,191,64.9781,321,63.7969,333,-0.0754,330,10.1166,22,110.095,18,99.9787,31,3.8392,63,NA,19.11,331,17.67,184,19.4,11,17.16,5
"410","End of season",2023,"N.C. State",11,"ACC","Kevin Keatts",23,11,13.5467,52,0.8117,59,113.551,35,110.707,30,100.004,82,101.323,129,69.7994,88,68.9506,91,0.0197,131,5.4996,78,108.545,54,103.046,93,-5.0185,306,"NCAA",16.83,83,17.72,201,17.4,4,17.8,8
"411","End of season",2023,"Mississippi St.",11,"SEC","Chris Jans",21,13,13.4946,53,0.8298,48,104.849,176,100.04,256,91.3545,9,92.7221,7,64.908,322,63.6371,336,-0.0078,213,6.9761,63,108.017,70,101.041,59,-3.8918,277,"NCAA",18.58,290,18.16,308,18.73,12,18.2,13
"412","End of season",2023,"Oklahoma",0,"B12","Porter Moser",15,17,13.4125,54,0.8152,55,110.783,74,101.463,223,97.3703,48,100.776,109,66.3779,261,65.1529,285,-0.0444,284,12.7486,2,109.821,22,97.072,1,3.6602,66,NA,18.11,238,17.84,230,18,7,17.48,5
"413","End of season",2023,"Arizona St.",11,"P12","Bobby Hurley",23,13,13.2616,55,0.8163,53,109.039,101,102.35,196,95.7775,35,97.6085,56,69.0271,125,68.1108,137,0.0474,69,8.4038,43,108.444,56,100.041,32,0.7784,135,"NCAA",17.01,109,17.64,171,16.79,2,17.87,6
"414","End of season",2023,"UCF",0,"Amer","Johnny Dawkins",19,15,13.2139,56,0.8154,54,109.048,100,105.911,113,95.8345,36,96.2366,33,66.063,279,64.6643,309,-0.1102,358,4.6378,87,107.35,90,102.713,84,-0.5817,176,NA,18.42,276,17.78,218,18.06,8,17.84,10
"415","End of season",2023,"Missouri",7,"SEC","Dennis Gates",25,10,13.0657,57,0.7934,66,118.325,9,112.051,16,105.259,180,105.834,246,69.987,77,68.6903,102,0.1072,10,7.3332,56,107.676,80,100.343,41,-5.0935,308,"NCAA",16.38,44,17.69,194,16.92,2,18.05,10
"416","End of season",2023,"Seton Hall",0,"BE","Shaheen Holloway",17,16,13.0593,58,0.8167,52,107.171,133,100.617,245,94.1115,20,96.962,46,67.5766,200,66.2032,227,-0.0567,306,10.1152,23,109.926,21,99.8113,25,2.4894,90,NA,17.5,167,17.86,238,17.85,7,17.65,9
"417","End of season",2023,"Pittsburgh",11,"ACC","Jeff Capel III",24,12,12.8619,59,0.798,64,114.206,29,110.517,32,101.345,103,102.574,153,68.0594,176,67.2969,171,0.031,98,5.1013,81,108.195,66,103.093,95,-2.7273,249,"NCAA",17.39,151,17.87,241,17.52,8,18.13,12
"418","End of season",2023,"VCU",12,"A10","Mike Rhoades",27,8,12.8435,60,0.8139,57,106.636,144,103.74,160,93.7927,15,92.3929,6,68.2543,168,67.8596,142,0.0199,130,0.7865,129,104.955,151,104.168,122,-1.7664,209,"NCAA",16.98,104,17.98,272,16.97,4,18.25,12
"419","End of season",2023,"Wisconsin",0,"B10","Greg Gard",20,15,12.8238,61,0.8129,58,106.921,140,101.047,235,94.0968,19,98.4898,71,63.1942,351,63.6213,337,0.0046,177,10.5728,14,110.754,6,100.182,35,0.7325,136,NA,19.65,349,18.27,322,19.89,14,18.18,6
"420","End of season",2023,"Nevada",11,"MWC","Steve Alford",22,11,12.7358,62,0.8007,63,111.831,58,106.537,102,99.0956,71,100.796,110,66.2295,271,65.9043,246,0.0333,92,6.9782,62,108.646,50,101.668,66,3.3431,72,"NCAA",17.44,158,18.49,345,17.77,4,18.26,5
"421","End of season",2023,"Texas Tech",0,"B12","Mark Adams",16,16,12.7266,63,0.8013,62,111.455,60,105.543,122,98.7283,66,100.31,100,68.9085,134,67.0582,180,-0.0802,339,9.34,29,109.685,30,100.345,42,-7.2675,336,NA,17.35,143,17.69,191,17.64,6,17.87,9
"422","End of season",2023,"Utah Valley",0,"WAC","Mark Madsen",28,9,12.6283,64,0.8072,60,107.883,119,104.642,145,95.2549,29,95.5572,26,71.8434,31,70.1329,41,0.0356,87,3.2023,103,106.469,104,103.267,100,4.5954,48,NA,17.06,116,16.56,8,16.74,6,16.53,1
"423","End of season",2023,"Yale",0,"Ivy","James Jones",21,9,12.6263,65,0.8022,61,110.135,86,108.758,58,97.5087,50,94.7514,16,67.2957,214,66.2105,224,-0.0532,297,0.1626,139,104.779,156,104.617,135,0.0959,156,NA,18.17,245,17.27,98,18.08,7,16.65,2
"424","End of season",2023,"New Mexico",0,"MWC","Richard Pitino",22,12,12.2555,66,0.7857,73,114.742,24,110.71,29,102.486,120,103.015,173,71.7538,33,71.6369,17,-0.0302,263,4.8111,84,107.39,89,102.579,80,-1.0241,188,NA,15.89,23,17.76,214,16.17,1,18.46,8
"425","End of season",2023,"Washington St.",0,"P12","Kyle Smith",17,17,12.1146,67,0.7901,70,111.3,65,105.415,129,99.1858,72,101.095,118,64.7767,328,64.3187,319,-0.0791,337,8.2489,46,108.668,48,100.419,43,4.502,51,NA,19.25,336,17.82,227,19.54,11,17.81,5
"426","End of season",2023,"Clemson",0,"ACC","Brad Brownell",23,11,12.0407,68,0.7905,69,110.433,82,108.919,55,98.3921,61,98.9683,77,68.0527,177,68.1222,135,0.0018,189,2.3949,113,107.174,94,104.779,148,-5.752,315,NA,17.22,128,18.14,303,17.25,3,17.72,6
"427","End of season",2023,"Drake",12,"MVC","Darian DeVries",27,8,11.9045,69,0.7921,68,108.402,108,107.894,75,96.4972,40,94.2905,14,66.7615,239,66.3135,220,0.0153,144,-1.7705,191,103.911,205,105.681,188,-2.1836,230,"NCAA",17.99,224,18.01,276,18.49,9,17.76,6
"428","End of season",2023,"Colorado",0,"P12","Tad Boyle",18,17,11.8637,70,0.7936,65,107.329,128,100.286,253,95.4655,30,96.3995,36,69.5504,100,68.6617,104,-0.066,321,7.9108,48,107.718,79,99.8073,24,3.0646,78,NA,16.6,63,17.86,240,16.98,4,18.32,11
"429","End of season",2023,"Charleston",12,"CAA","Pat Kelsey",31,4,11.8486,71,0.7864,72,110.583,78,111.59,20,98.7344,67,94.2271,13,70.7782,44,70.7815,29,0.0411,79,-5.2782,292,102.224,288,107.502,284,-2.3419,237,"NCAA",16.03,32,17.73,204,15.46,1,18.02,8
"430","End of season",2023,"Oral Roberts",12,"Sum","Paul Mills",30,5,11.654,72,0.7758,78,113.883,32,115.34,4,102.229,116,99.5374,85,70.5206,56,70.1655,40,0.1095,9,-4.0191,259,103.8,218,107.819,299,7.0628,15,"NCAA",16.01,31,17.95,262,15.89,1,18.21,8
"431","End of season",2023,"Sam Houston St.",0,"WAC","Jason Hooten",26,8,11.6314,73,0.7924,67,105.771,157,102.915,178,94.1397,21,93.833,11,65.3801,309,64.4493,314,0.0696,44,2.8179,108,105.945,118,103.127,98,6.4905,24,NA,18.55,287,17.71,199,18.54,12,17.45,10
"432","End of season",2023,"Florida",0,"SEC","Todd Golden",16,17,11.4822,74,0.7868,71,106.98,139,101.921,209,95.4982,31,97.9593,61,69.7057,92,69.2973,70,-0.0767,332,8.8971,35,109.379,36,100.482,44,5.3356,38,NA,17.36,146,17.04,51,17.55,4,17.55,4
"433","End of season",2023,"Utah",0,"P12","Craig Smith",17,15,11.4569,75,0.7856,74,107.292,129,102.663,186,95.8348,37,95.5576,27,66.569,252,66.0376,237,-0.0769,333,6.1592,71,107.001,98,100.841,52,-4.0494,284,NA,18.01,226,17.9,254,18.96,9,17.64,2
"434","End of season",2023,"Iona",13,"MAAC","Rick Pitino",27,8,11.3472,76,0.7762,77,110.698,76,110.27,36,99.3505,74,95.1272,21,68.8232,137,68.6705,103,0.0117,155,-3.2782,236,102.612,277,105.891,198,4.0285,55,"NCAA",16,29,18.83,361,16.2,1,19.11,11
"435","End of season",2023,"BYU",0,"WCC","Mark Pope",19,15,11.2151,77,0.7773,76,108.883,103,104.842,141,97.6674,52,98.8727,75,70.6248,52,69.4255,65,-0.1034,353,4.718,85,107.827,76,103.109,96,1.0906,128,NA,16.64,64,17.37,119,17.18,7,17.1,5
"436","End of season",2023,"Kent St.",13,"MAC","Rob Senderoff",28,7,11.2,78,0.7795,75,107.722,121,108.302,67,96.5223,41,96.0599,31,69.2054,117,67.7233,154,0.0189,138,-1.3451,179,106.068,113,107.413,279,3.0352,79,"NCAA",16.95,100,17.71,200,16.87,5,18.09,11
"437","End of season",2023,"Dayton",0,"A10","Anthony Grant",22,12,11.1229,79,0.7736,79,109.757,89,107.383,85,98.6342,65,95.4285,24,63.5687,346,62.211,354,-0.0557,303,-0.1686,142,104.275,185,104.444,131,-2.1348,227,NA,19.05,325,18.53,348,19.4,15,18.33,14
"438","End of season",2023,"Virginia Tech",0,"ACC","Mike Young",19,15,10.5096,80,0.7527,81,113.939,31,110.8,27,103.429,139,104.453,218,66.8475,235,66.5612,211,-0.0657,320,5.1707,79,107.947,72,102.776,86,-4.124,285,NA,17.7,189,18.19,316,17.92,9,17.85,10
"439","End of season",2023,"Vanderbilt",0,"SEC","Jerry Stackhouse",22,15,10.2909,81,0.7481,82,113.949,30,106.615,99,103.658,143,106.034,253,67.0382,228,66.5826,206,0.0839,26,8.7014,38,108.571,52,99.8693,29,1.9766,98,NA,18.55,286,17.12,68,18.84,13,17.02,2
"440","End of season",2023,"St. John's",0,"BE","Mike Anderson",18,15,10.2823,82,0.759,80,108.289,111,103.202,172,98.0066,56,100.404,106,73.8191,2,73.292,1,-0.0126,230,7.1828,61,108.099,68,100.916,54,-7.5767,341,NA,15.26,5,17.29,100,15.43,1,17.06,3
"441","End of season",2023,"Marshall",0,"SB","Dan D'Antoni",24,8,9.665,83,0.7403,83,111.014,69,110.983,25,101.349,104,97.5526,55,72.3662,19,71.9451,14,-0.0631,316,-3.0405,229,103.456,236,106.497,225,-3.8177,276,NA,14.93,1,18.07,292,15,1,17.96,9
"442","End of season",2023,"Stanford",0,"P12","Jerod Haase",14,19,9.4493,84,0.7305,85,113.777,33,106.563,101,104.328,157,103.575,187,66.1265,278,65.6202,269,-0.1247,362,7.5919,54,107.232,92,99.6399,21,-0.3957,171,NA,18.28,259,17.95,263,18.39,7,18.3,10
"443","End of season",2023,"Santa Clara",0,"WCC","Herb Sendek",23,10,9.414,85,0.7362,84,110.264,84,107.093,90,100.85,94,102.622,158,71.262,36,69.8058,46,0.0721,38,3.6817,95,107.865,73,104.184,124,0.4625,146,NA,16.51,55,17.34,113,16.3,3,17.2,6
"444","End of season",2023,"Wake Forest",0,"ACC","Steve Forbes",19,14,9.0515,86,0.7247,86,112.133,52,108.431,64,103.081,133,104.639,220,70.0839,74,69.421,66,-0.0116,227,5.1156,80,107.813,77,102.697,83,-2.3217,236,NA,17.29,132,17.06,57,17.41,7,16.91,1
"445","End of season",2023,"Toledo",0,"MAC","Tod Kowalczyk",27,8,8.8297,87,0.7074,90,119.476,5,120.183,1,110.646,295,108.408,299,70.7423,47,69.4664,60,0.035,89,-3.0898,230,103.931,204,107.021,261,-1.4339,200,NA,16.54,58,17.44,132,16.87,4,17.9,10
"446","End of season",2023,"Louisiana",13,"SB","Bob Marlin",26,8,8.5058,88,0.7136,88,111.441,61,108.848,56,102.935,130,101.53,132,68.6117,150,68.288,124,0.0597,53,0.03,140,103.991,201,103.961,116,0.0372,158,"NCAA",17.17,120,17.85,233,17.35,5,18.11,12
"447","End of season",2023,"Hofstra",0,"CAA","Speedy Claxton",25,10,8.3886,89,0.7121,89,110.791,73,109.127,50,102.403,118,98.115,64,67.4031,209,67.0797,177,0.0362,85,-2.3585,211,102.945,259,105.303,175,6.7729,19,NA,16.92,95,18.41,338,16.98,3,18.55,13
"448","End of season",2023,"Bradley",0,"MVC","Brian Wardle",25,10,8.2694,90,0.7164,87,106.801,142,105.642,119,98.5317,63,94.9561,19,65.8967,285,65.2722,279,0.0595,54,-1.1545,174,103.474,235,104.629,136,-0.0496,162,NA,17.62,180,18.72,356,17.77,6,18.98,12
"449","End of season",2023,"Princeton",15,"Ivy","Mitch Henderson",23,9,8.0353,91,0.7061,91,109.485,97,107.905,74,101.45,105,99.7884,90,68.1726,172,66.9089,187,0.0267,114,-0.4298,149,104.557,168,104.987,157,-4.8605,301,"NCAA",18.21,249,16.88,36,18.19,8,16.3,1
"450","End of season",2023,"Furman",13,"SC","Bob Richey",28,8,8.0146,92,0.699,94,113.469,38,114.147,8,105.455,184,102.943,167,68.5414,152,68.254,129,0.0348,91,-3.503,241,103.908,206,107.411,278,-2.3193,235,"NCAA",16.5,53,18.37,333,16.56,1,18.66,9
"451","End of season",2023,"South Alabama",0,"SB","Richie Riley",19,16,7.6542,93,0.6996,93,108.017,116,105.484,127,100.362,84,98.6137,73,66.2798,270,65.5922,271,-0.1113,360,0.5534,134,104.348,181,103.794,111,3.5498,68,NA,18.53,284,17.58,160,18.48,10,17.95,8
"452","End of season",2023,"Nebraska",0,"B10","Fred Hoiberg",16,16,7.6114,94,0.7012,92,106.458,149,99.7644,261,98.8462,69,102.678,160,67.3139,212,66.9998,184,0.0535,62,10.2856,21,110.236,15,99.9509,30,2.036,96,NA,17.13,117,18.36,329,17,3,18.91,11
"453","End of season",2023,"UNLV",0,"MWC","Kevin Kruger",19,13,7.3789,95,0.6944,95,107.124,136,102.968,177,99.745,79,100.329,101,69.1875,119,69.3265,69,0.0143,147,4.4966,91,107.064,97,102.567,79,-3.2128,259,NA,16.39,46,18.38,334,16.73,2,18.43,7
"454","End of season",2023,"Saint Louis",0,"A10","Travis Ford",21,12,7.2861,96,0.6852,96,111.386,63,107.422,84,104.1,153,102.575,154,69.8359,87,69.2023,73,0.0268,111,2.0593,116,104.848,155,102.788,87,3.6539,67,NA,16.78,77,17.55,153,16.94,3,17.63,9
"455","End of season",2023,"San Jose St.",0,"MWC","Tim Miles",21,14,6.922,97,0.6794,97,109.502,96,105.219,132,102.58,123,104.032,202,62.8234,357,62.5732,351,0.0699,43,5.0994,82,107.464,86,102.364,77,-1.5121,202,NA,20.29,358,17.68,187,20.45,11,17.48,1
"456","End of season",2023,"James Madison",0,"SB","Mark Byington",22,11,6.7046,98,0.6788,98,106.457,150,106.039,109,99.752,80,96.4181,37,71.7637,32,70.3828,35,-0.0533,298,-1.7154,190,103.375,244,105.091,164,-4.4371,295,NA,15.59,9,17.9,255,15.76,2,18.57,13
"457","End of season",2023,"Southern Miss",0,"SB","Jay Ladner",25,8,6.5073,99,0.6728,99,107.109,138,105.816,115,100.602,89,98.4364,69,68.6254,148,68.644,107,0.1021,11,-0.4844,152,104.595,166,105.079,161,-3.8055,274,NA,16.93,98,17.75,210,17.08,3,18.08,11
"458","End of season",2023,"Indiana St.",0,"MVC","Josh Schertz",23,13,6.5065,100,0.669,101,109.634,92,110.249,38,103.127,135,97.6696,57,70.7754,45,70.3289,38,-0.1067,356,-5.0585,286,101.526,308,106.585,231,-7.1352,331,NA,16.15,35,17.74,207,16.6,2,17.95,7
"459","End of season",2023,"San Francisco",0,"WCC","Chris Gerlufsen",20,14,6.4068,101,0.6664,102,109.723,91,106.811,96,103.316,136,103.787,194,70.4257,63,68.4453,118,0.0189,136,3.2521,100,107.433,88,104.181,123,-3.1398,258,NA,17.84,204,16.53,7,18.08,9,16.5,1
